Bloodlust,,Soif vampirique ,,Sete di sangue,,Blutdurst,,Sed de sangre,,流血の興奮,,피 굶주림,,嗜血,,,,Gains extra damage proportional to missing health. (up to 75% at 90% missing),,Les dégâts augmentent en proportion des PV perdus (jusqu'à +75 % avec 90 % de santé manquante).,,aumenta i danni proporzionalmente alla salute persa (fino al 75% con il 90% di salute in meno),,Verursacht zusätzlichen Schaden im Verhältnis zur fehlenden Gesundheit (bis zu 75 % bei 90 % LP-Verlust),,inflige daño adicional proporcional a la salud que le falte (hasta un 75 % si le falta el ​​90 %).,,ったHPに比例して追加のダメージを与える。（90％減少時で最大75％）,,체력 손실에 비례하여 추가 대미지를 얻습니다. (90% 손실 시 최대 75%),,成与损失的生生命值成正比的额外伤害。（以 90% 的生命值损失获得高达 75% 的伤害值）,
Mayhem,,Rien ne va plus ,,Caos,,Chaos,,Caos,,狂乱,,아수라장,,混乱,,,,"Chance to attack again, increased by enemy missing health.",,Chance d'attaquer une nouvelle fois augmentant avec la santé manquante de l'ennemi.,,"probabilità di attaccare di nuovo, aumenta in base alla salute persa dai nemici",,"Chance auf weiteren Angriff, erhöht um den LP-Verlust des Gegners",,"posibilidad de volver a atacar, aumentada por la salud que le falta al enemigo.",,が失ったHPの分だけ、2回攻撃する確率が上がる。,,다시 공격할 기회가 적의 체력 손실에 따라 증가합니다.,,次攻击机会，依靠敌人失去的生命值获得。,
Champion,,Champion ,,Campione,,Recke,,Campeador,,チャンピオン,,챔피언,,冠军,,,,,The apex of power. Champions strike so hard that they are unable to double attack,,L’apogée de la puissance. Les champions frappent tellement fort qu’ils sont incapables de double-attaquer.,,Il massimo della potenza. I campioni colpiscono talmente forte che non riescono a sferrare un doppio attacco.,,"Der Höhepunkt der Macht. Recken schlagen so fest zu, dass sie nicht doppelt angreifen können.",,La cúspide del poder. Los campeadores golpean con tanta fuerza que no pueden ejecutar ataques dobles.,,力の極致。チャンピオンは敵を強打するため、2回攻撃はできない,,파워의 정점. 챔피언은 너무 강하게 공격하여 이중 공격이 불가능합니다,,能量巅峰。冠军出手太猛，无法进行双重攻击
Heroic Might,,Force héroïque ,,Forza eroica,,Heldenmacht,,Poder heroico,,英雄の力,,영웅의 힘,,英雄之力,,,,Can no longer double attack. Power is increased by speed.,,Ne peut plus double attaquer. La puissance est augmentée par la vitesse.,,non può più sferrare un doppio attacco; la potenza aumenta del punteggio in velocità,,Kann nicht mehr doppelt angreifen. Macht wird um Tempo erhöht.,,le impide ejecutar ataques dobles. El poder aumenta con la velocidad.,,回攻撃ができなくなる。威力が素早さの分だけ増加する。,,더 이상 이중 공격을 할 수 없습니다. 속도에 따라 파워가 증가합니다.,,不能进行双重攻击。能量随着速度的提升而增涨。,
Vigor,,Vigueur ,,Vigore,,Elan,,Vigor,,気力,,활력,,活力,,,,Push range +1,,distance de repoussage + 1.,,+1 alla portata della spinta,,Stoßreichweite +1,,+1 de alcance de empuje.,,し出す距離+1,,밀어내기 범위 +1,,离范围+1,
Sentinel,,Sentinelle ,,Sentinella,,Wachmann,,Centinela,,センチネル,,보초병,,哨兵,,,,,Towering warriors whose arrival on the battlefield inspires allies to seize victory,,Des guerriers de grande taille qui galvanise les alliés quand ils arrivent sur le champ de bataille.,,"Quando le sentinelle torreggiano sul campo di battaglia, gli alleati sono spronati a combattere per vincere.",,"Überragende Kämpfer, deren Eintreffen auf dem Schlachtfeld die Verbündeten zum Sieg animiert",,Guerreros imponentes cuya llegada al campo de batalla inspira a los aliados a hacerse con la victoria.,,ひとたび戦場に姿を現せば、味方に勝利を確信させる頼もしい戦士だ,,전장에 도착하여 동맹군의 승리를 차지하도록 독려하는 뛰어난 전사들,,杰出勇士，他们的到来鼓舞了盟友夺取胜利
Bulwark,,Rempart ,,Baluardo,,Bollwerk,,Baluarte,,鉄壁,,방어벽,,壁垒,,,,Adjacent allies gain 20% of unit's defense,,Les alliés adjacents gagnent 20 % de la défense de l'unité.,,+20% difesa delle unità alleate adiacenti,,Benachbarte Verbündete erhalten +20 % der Verteidigung der Einheit,,los aliados adyacentes obtienen un 20 % de la defensa de la unidad.,,接する味方の防御力が20％上がる,,인접한 동맹군이 유닛 방어의 20% 획득,,邻盟友获得单位 20% 的防御力,
Towering Presence,,Présence imposante ,,Presenza torreggiante,,Überragende Präsenz,,Presencia imponente,,頼もしき存在感,,우뚝 솟은 존재,,大个子,,,,Adjacent allies gain 10% power,,Les alliés adjacents gagnent 10 % de puissance,,+10% potenza degli alleati adiacenti,,Benachbarte Verbündete erhalten +10 % Macht,,los aliados adyacentes obtienen un 10 % de poder.,,接する味方の威力が10％上がる,,인접한 동맹군이 10% 파워 획득,,邻盟友获得 10% 的力量,
Dragon Knight,,Chevalier dragon ,,Cavaliere dragone,,Drachenritter,,Caballero dragontino,,ドラゴンナイト,,용기사,,龙骑士,,,,,"While unpredictable in their mannerisms, dragons and the brave souls who ride them can easily turn the tide of a battle",,"Bien qu’imprévisibles dans les repas de famille, les dragons et leur chevaucheur peuvent vite faire pencher la balance sur le champ de bataille.",,"Anche se dalle azioni imprevedibili, i draghi e le anime coraggiose che li cavalcano possono cambiare facilmente il corso della battaglia.",,"Drachen und die Tapferen, die sie reiten, haben vielleicht ihre Launen, können den Verlauf einer Schlacht aber schnell wenden",,"Si bien su comportamiento es impredecible, los dragones y las almas valientes que los cabalgan pueden cambiar fácilmente las tornas en una batalla.",,その行動は予測できないが、ドラゴンとそれに乗る勇敢な戦士は、容易に戦いの流れを変える力を持つ,,"그들의 버릇은 예측할 수 없지만, 드래곤과 그들을 타는 용감한 영혼은 쉽게 전세를 뒤집을 수 있습니다",,虽然他们的举止不可预测，但龙和骑龙的勇敢灵魂们可以轻松扭转战局
Doomclaw,,Griffe du chaos ,,Artiglio della rovina,,Todesklaue,,Garra funesta,,死の爪,,둠클로,,末日之爪,,,,Able to equip fire magic,,Peut équiper la magie du feu.,,può equipaggiare la magia del fuoco,,Kann Feuermagie anlegen,,le permite equiparse con magia de fuego.,,炎魔法を装備することができる,,화염 마법 장착 가능,,够装备火系魔法,
Fireheart,,Cœur enflammé ,,Cuore di fuoco,,Feuerherz,,Corazón de fuego,,炎の心臓,,파이어하트,,火心,,,,"Magic is equal to Strength, Able to equip fire magic",,"La Magie est égale à la Force, peut équiper la magie du feu.",,"magia è uguale a forza, può equipaggiare la magia del fuoco",,"Magie entspricht Macht, kann Feuermagie anlegen",,"la magia se iguala a la fuerza, le permite equiparse con magia de fuego.",,力が筋力の値に等しくなり、火炎魔法を装備することができる,,"마법은 힘과 같으며, 화염 마법 장착 가능",,法于力量相等，可以装备火系魔法,
Archer,,Archer ,,Arciere,,Bogenschütze,,Arquero,,アーチャー,,궁수,,射手,,,,,"A skilled marksman, placing shots in precise fashion to never miss their target",,Un tireur d’élite qui ne rate jamais sa cible.,,Un abile tiratore che piazza i colpi con estrema precisione e non manca mai il bersaglio.,,"Geübter Schütze, dessen präzise Pfeile nie fehlgehen",,Un tirador muy hábil que dispara con precisión para nunca fallar el objetivo.,,優れた技能を持つ弓の使い手。その者が放つ正確な矢が標的を外すことはない,,목표물을 절대 놓치지 않도록 정확한 방식으로 활을 쏘는 숙련된 명사수,,熟练射手，精确放射，永远不会错过目标
Specialist,,Spécialiste ,,Specialista,,Spezialist,,Especialista,,達人,,명사수,,专家,,,,Crit +8% per adjacent ally,,Dégâts critiques +8 % par allié adjacent,,+8% colpo critico per ogni alleato adiacente,,Krit +8 % pro benachbartem Verbündetem,,+8 % de crítico por cada aliado adyacente.,,接する味方ごとに必殺率+8％,,인접한 동맹당 치명타 8% 증가,,相邻盟友暴击 +8%,
Deadeye,,Œil de l'aigle ,,Occhio di falco,,Adlerauge,,Tirador certero,,鷹の目,,명궁,,死亡之眼,,,,1.25x hit bonus from dexterity,,"Les chances de toucher sont multipliées par 1,25 fois la dextérité.",,"bonus colpo x1,25 con destrezza",,"1,25x Trefferbonus aus Geschicklichkeit",,"bonificación de impacto x1,25 por destreza.",,用さから1.25倍の命中ボーナス,,민첩에서 1.25x 적중 보너스,,.25 倍敏捷命中加成,
Strider,,Marcheur ,,Cacciatore,,Streicher,,Montaraz,,ストライダー,,스트라이더,,挺进者,,,,,Dangerous folk who wander the wilds. Some may be more important than they seem,,Des personnages dangereux qui parcourent à pied les terres désolées. Ne vous fiez pas aux apparences.,,Gente pericolosa che vaga per le terre selvagge. Alcuni di loro potrebbero essere più importanti di quanto non sembrino.,,"Gefährliche Gestalten, die durch die Wildnis streifen. Manche sind möglicherweise bedeutender, als sie aussehen",,Gente peligrosa que vaga por zonas salvajes. Algunos pueden ser más importantes de lo que parecen.,,荒野をさまよう危険人物。ある者はその見た目よりも重要な存在である,,야생을 배회하는 위험한 사람들. 일부는 보기보다 더 중요할 수 있습니다,,在荒野中游荡的危险人物。有些可能比看起来更重要
Relentless,,Sans relâche ,,Infaticabile,,Unermüdlich,,Implacable,,無慈悲,,냉혹,,残酷无情,,,,The second attack in a double attack does increased damage,,La deuxième attaque d'une attaque double voit ses dégâts augmenter.,,il secondo attacco di un doppio attacco infligge più danni,,Der zweite Angriff bei einem Doppelangriff fügt erhöhten Schaden zu,,el segundo ataque en un ataque doble inflige más daño.,,回攻撃の2撃目にダメージが増加する,,이중 공격에서 두 번째 공격의 대미지 증가,,重攻击，其中第二重攻击伤害值会提升,
Weightless,,Poids plume ,,Leggerezza,,Schwerelos,,Ingrávido,,無重力,,무중력,,无重量,,,,Reduces the effect of weapon weight,,Réduit les effets du poids des armes.,,riduce l'effetto del peso delle armi,,Reduziert die Auswirkungen des Waffengewichts,,reduce el efecto del peso del arma.,,器の重さの影響を減らす,,무기 무게의 영향이 감소합니다,,少武器重量的影响,
Witch Hunter,,Chasseur de sorcière ,,Cacciatore di streghe,,Hexenjäger,,Cazador de brujas,,ウィッチハンター,,마녀 사냥꾼,,女巫猎人,,,,,Heavily armored archers who strengthen their allies and pick off magic users,,Des archers en armure lourde qui renforcent leurs alliés et sont la terreur des mages.,,Arcieri pesantemente corazzati che rafforzano i loro alleati ed eliminano chi usa la magia.,,"Schwer gerüstete Bogenschützen, die ihre Verbündeten stärken und Zauberkundige außer Gefecht setzen",,Arqueros con armadura pesada que fortalecen a sus aliados y eliminan a los usuarios de magia.,,味方を強化し、魔法の使い手を葬る重装備の射手,,동맹군을 강화하고 마법 사용자만 골라 처치하는 중무장한 궁수,,重装弓箭手，增强盟友力量，击退施法者
Stand Together,,Rassemblement ,,Adunata,,Zusammenstehen,,Unión,,一致団結,,단결,,站在一起,,,,Haste grants +40% defense while active.,,Confère +40 % de défense pendant qu'il est actif.,,+40% difesa quando è in uso,,"Gunst gewährt +40 % Verteidigung, wenn aktiv",,bendición que otorga un 40 % adicional de defensa mientras está activa.,,恵により、アクティブである間は防御力+40％。,,분이 활성화된 동안 +40% 파워를 부여합니다.,,激活时，福利可提供 +40% 的防御力。,
Silencing Shot,,Coup drainant ,,Colpo attenuante,,Dämpferschuss,,Disparo amortiguador,,魔法殺し,,댐프닝 샷,,阻尼射击,,,,Power is increased by 50% against magic users and hybrids,,La puissance est augmentée de 50 % contre les utilisateurs de magie et les hybrides.,,+50% potenza contro gli ibridi e chi usa la magia,,Macht steigt um 50% gegen Zauberkundige und Hybride,,el poder aumenta un 50 % contra usuarios de magia e híbridos.,,法の使用者およびハイブリッドに対し、威力が50％増加する,,마법 사용자 및 하이브리드에 대해 파워 50% 증가,,抗魔法使用者和混合体的威力增加 50%,
Drifter,,Maraudeur ,,Ramingo,,Herumtreiber,,Vagabundo,,ドリフター,,떠돌이,,流浪汉,,,,,Outcasts who learn to defend themselves swiftly and brutally. Able to end fights in a single blow,,Des reclus qui ont appris à se défendre rapidement et brutalement et capables de mettre fin à un combat en un coup.,,Reietti che hanno imparato a difendersi con rapidità e brutalità. Possono porre fine a uno scontro con un solo colpo.,,"Ausgestoßene, die lernen, sich schnell und endgültig zu verteidigen. Sie können einen Kampf mit einem Schlag beenden",,Parias que aprenden a defenderse de forma rápida y brutal. Son capaces de terminar un combate de un solo golpe.,,俊敏かつ残忍に身を守ることを学ぶ無頼の者。一撃で戦いを終わらせる力を持つ,,신속하고 잔인하게 자신을 방어하는 법을 배우는 추방자. 한방으로 싸움을 끝낼 수 있습니다,,流浪者，学会以快速而残酷地方式进行自我保护。能够一击结束战斗
Ruthless,,Sans pitié ,,Senza pietà,,Rücksichtslos,,Despiadado,,冷酷,,무자비,,冷酷无情,,,,Crit modifier increased by a flat 50%,,Le modificateur de dégâts critiques est augmenté de 50 %.,,+50% modificatore colpo critico,,Krit-Modifikator pauschal um 50 % erhöht,,el modificador crítico aumenta un 50 % fijo.,,殺修正値が一律に50％増加,,치명타 조정자가 균일하게 50% 증가,,击调整提升 50%,
Outcast,,Solitaire ,,Emarginato,,Ausgestoßen,,Paria,,はぐれ者,,추방,,流放者,,,,Crit +30% if only one adjacent unit,,Dégâts critiques +30 % s'il n'y a qu'une unité adjacente.,,+30% colpo critico se c'è solo un'unità adiacente,,Krit +30 % im Fall von nur 1 benachbarten Einheit,,30 % adicional de crítico si solo hay una unidad adyacente.,,接するユニットが1つしかない場合、必殺率+30％,,인접한 유닛이 하나뿐인 경우 치명타 30% 증가,,果只有一个相邻单位，则暴击 +30%,
Sniper,,Sniper ,,Tiratore scelto,,Scharfschütze,,Francotirador,,スナイパー,,저격병,,狙击手,,,,,Deadeyes who strike from across the battlefield with pinpoint accuracy,,Des combattants d’une précision telle qu’ils peuvent atteindre n’importe quelle cible à l’opposé du champ de bataille.,,Un tiratore scelto capace di colpire con precisione millimetrica da una parte all'altra del campo di battaglia.,,Trifft über das ganze Schlachtfeld hinweg mit höchster Präzision,,Tiradores de firme mirada que atacan desde un extremo del campo de batalla con una precisión milimétrica.,,戦場の向こう側からピンポイントで攻撃してくる鷹の目の持ち主,,정확한 정확도로 전장을 가로질러 공격하는 명궁,,死亡之眼，从战场对面精准打击对手
From Three,,Et de trois ,,Da tre,,Von dreien,,A tiro de tres,,三ノ矢,,3부터,,从三格外,,,,Gets extra attack range,,Obtient une portée d'attaque supplémentaire.,,aumenta la portata d'attacco,,Zusätzliche Reichweite,,obtiene alcance de ataque adicional.,,加の射程を得る,,추가 공격 범위를 얻습니다,,得额外攻击范围,
Preparation,,Préparation ,,Preparazione,,Vorbereitung,,Preparación,,準備万端,,준비,,准备,,,,Accuracy +35% if unit hasn't moved,,Précision +35 % si l'unité est restée immobile.,,+35% precisione se l'unità non si è mossa,,"Präzision +35 %, wenn sich die Einheit nicht bewegt hat",,35 % adicional de precisión si la unidad no se ha movido.,,ニットが移動していない場合、命中+35％,,유닛이 이동하지 않은 경우 정확도 35% 증가,,果单位没有移动，则准确度提升 +35%,
Blade Dancer,,Danseur de sabres ,,Danzatore delle lame,,Klingentänzer,,Bailarín de espadas,,ブレードダンサー,,블레이드 댄서,,刀锋舞者,,,,,"Graceful fighters wielding dual swords, their whirlwind of blades is a performance of its own",,De gracieux guerriers armés de deux épées. Les voir tourbillonner est un vrai spectacle.,,"Aggraziati combattenti che brandiscono spade doppie, il cui turbinio di lame è un vero spettacolo.",,Elegante Kämpfer mit zwei Schwertern. Ihre wirbelnden Klingen sind ein atemberaubender Anblick,,Gráciles luchadores que empuñan dos espadas; su torbellino de espadas es una actuación digna de ver.,,二刀流の優雅な戦士。その刃の乱舞はそれ自体が一種のパフォーマンスである,,"쌍검을 휘두르는 우아한 전사들, 칼날의 회오리바람은 그 자체가 구경거리입니다",,挥舞双剑的优雅战士，他们的剑锋旋风是自己表现形式
Dancer's Grace,,Oscillateur ,,Flessibilità,,Tänzeln,,Arriba y abajo,,蝶の舞,,좌우로 피하기,,鲍勃和韦夫,,,,Dodging increases retaliation power by 30%,,L'esquive augmente la puissance de riposte de 30 %.,,la schivata aumenta la potenza di ritorsione del 30%,,Ausweichen erhöht die Macht des Gegenschlags um 30 %,,la evasión aumenta un 30 % el poder de represalia.,,避すると反撃の威力が30％増加する,,회피로 보복 파워 30% 증가,,闪技能可增加 30% 的复仇几率,
Bladestorm,,Tempête de lames ,,Tempesta di lame,,Klingensturm,,Filotormenta,,蜂の一刺し,,블레이드 스톰,,剑刃风暴,,,,Guaranteed to hit if below 40% HP,,Garantit de toucher la cible si la santé est inférieure à 40 % des PV.,,colpisce sempre se i PS sono inferiori al 40%,,"Garantierter Treffer, falls unter 40 % LP",,impacto garantizado con menos del 40 % de PS.,,Pが40％未満の場合、命中が保証される,,HP 40% 미만일 경우 적중 보장,,证生命值低于 40% 也命中,
Green Knight,,Chevalier verdoyant ,,Cavaliere verde,,Grüner Ritter,,Caballero verde,,グリーンナイト,,녹색의 기사,,绿骑士,,,,,Protectors of the forest and an members of an ancient order of curators,,Protecteurs de la forêt et des membres de l’ordre ancien des conservateurs.,,Protettori della foresta e membri di un antico ordine di custodi.,,Beschützer des Waldes und Angehörige eines uralten Hüterordens,,Protectores del bosque y miembros de una antigua orden de cuidadores.,,森の守護者であり、古代の英知を継承する集団の一員でもある,,숲의 보호자이자 고대 큐레이터단의 일원,,森林的守护者和古代监管人教团的成员
Forester's Blessing,,Bénédiction sylvestre ,,Benedizione della foresta,,Segen des Försters,,Bendición del bosque,,森の祝福,,숲지기의 축복,,森林的庇佑,,,,Haste grants 40% fortitude while active.,,Confère 40 % de courage lorsqu'il est actif.,,+40% tempra quando è in uso,,"Gunst gewährt +40 % Standhaftigkeit, wenn aktiv.",,bendición que otorga un 40 % de fortaleza mientras está activa.,,恵により、アクティブである間は、精神力+40％。,,분이 활성화된 동안 40% 의지를 부여합니다.,,活时，福利是提供 40% 的勇气。,
Magebane,,Magebane ,,Castigo del mago,,Magierbann,,Desgracia del mago,,魔女狩り,,메가베인,,咒法克星,,,,Half of magic-using enemies' magic added to damage,,La moitié de la magie des ennemis utilisateurs de magie est ajoutée aux dégâts.,,metà della statistica magia dei nemici viene aggiunta ai danni,,Die Hälfte der Magie eines zauberkundigen Gegners wird auf den Schaden aufgeschlagen,,la mitad de la magia de los enemigos que usan magia se agrega al daño.,,法を使用する敵の魔力の半分が、与ダメージに追加される,,마법을 사용하는 적의 마법 절반이 데미지에 추가,,半使用魔法的敌人的魔法力量添加到伤害值内,
Outlaw,,Hors-la-loi ,,Fuorilegge,,Gesetzloser,,Proscrito,,アウトロー,,무법자,,亡命之徒,,,,,Scoundrels that live on the wrong side of the law. Never tell them the odds,,Des bandits qui vivent du mauvais côté de la loi. Essayez de les éviter ou de les brosser dans le sens du poil.,,Furfanti che stanno dalla parte sbagliata della legge. Non rivelare mai loro quali rischi potrebbero correre.,,Diese Halunken stehen außerhalb des Gesetzes und gehen jedes Risiko ein,,Sinvergüenzas que viven al margen de la ley. Nunca les expliques las probabilidades.,,法の裏側に住まう悪党。彼らに情報を明かしてはならない,,법을 어기며 사는 악당들. 그들에게 승산을 따지지 마십시오,,靠违法犯罪生活的恶棍。永远不要告诉他们胜算
Brutality,,Brutalité ,,Brutalità,,Brutalität,,Brutalidad,,横暴,,잔혹성,,残酷,,,,Crit modifier increased by a flat 50%,,Le modificateur de dégâts critiques est augmenté de 50 %.,,+50% modificatore colpo critico,,Krit-Modifikator pauschal um 50 % erhöht,,el modificador crítico aumenta un 50 % fijo.,,殺修正値が一律に50％増加,,치명타 조정자가 균일하게 50% 증가,,击调整提升 50%,
Hit and Run,,Tactique de guérilla ,,Toccata e fuga,,Flüchtiger Täter,,Golpe a traición,,果し合い,,뺑소니,,命中并逃离,,,,Ignore 50% armor if only one adjacent unit,,Ignore 50 % de l'armure s'il n'y a qu'une seule unité adjacente.,,ignora 50% armatura se c'è solo un'unità adiacente,,Ignoriert 50 % der Rüstung im Fall von nur 1 benachbarter Einheit,,ignora el 50 % de la armadura si solo hay una unidad adyacente.,,接するユニットが1体しかない場合、装甲の50％を無視する,,인접한 유닛이 하나뿐인 경우 갑옷 50% 무시,,果只有一个邻近单位，可忽视 50% 的盔甲防御,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thief,,Voleur ,,Ladro,,Dieb,,Ladrón,,シーフ,,도둑,,贼,,,,,Sneaky rascals that can't keep their hands to themselves. Known to stay one jump ahead,,Des vauriens qui mettent les mains là où ils ne devraient pas. Connus pour toujours avoir une longueur d’avance.,,"Furtive canaglie che non sanno tenere le mani a posto, note per essere sempre un passo avanti.",,"Hinterlistige Langfinger, die anderen immer einen Schritt voraus sind",,Bribones astutos que no pueden mantener sus manos quietas. Conocidos por estar siempre un paso por delante.,,抜け目のない悪党。常に一歩先を行きたがる,,자신의 손을 주체못하는 교활한 악한들. 한발 앞서는 것으로 알려져 있습니다,,控制不住自己双手的狡猾流氓。以先下手为强著称
